start,end,orig_raw,orig_clean,orig_repr,orig_hex_utf8,orig_hex_replace,asr_avg_logprob,asr_no_speech_prob,fixed,fixed_lang,translated,confidence
258.54,260.54,"शेली पालन करे क्रं काले लगड्कान वर अलम्ब नास्तो,","शेली पालन करे क्रं काले लगड्कान वर अलम्ब नास्तो,","'शेली पालन करे क्रं काले लगड्कान वर अलम्ब नास्तो,'",e0a4b6e0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a4a820e0a495e0a4b0e0a58720e0a495e0a58de0a4b0e0a48220e0a495e0a4bee0a4b2e0a58720e0a4b2e0a497e0a4a1e0a58de0a495e0a4bee0a4a820e0a4b5e0a4b020e0a485e0a4b2e0a4aee0a58de0a4ac20e0a4a8e0a4bee0a4b8e0a58de0a4a4e0a58b2c,e0a4b6e0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a4a820e0a495e0a4b0e0a58720e0a495e0a58de0a4b0e0a48220e0a495e0a4bee0a4b2e0a58720e0a4b2e0a497e0a4a1e0a58de0a495e0a4bee0a4a820e0a4b5e0a4b020e0a485e0a4b2e0a4aee0a58de0a4ac20e0a4a8e0a4bee0a4b8e0a58de0a4a4e0a58b2c,-0.4581364235535865,0.9789461493492126,"शेली पालन करे क्रं काले लगड्कान वर अलम्ब नास्तो,",hi,Follow the Shelley line and eat alambo on Kale Lagadkan.,0.85
261.54,264.54,"पूरे से नियोजीत अन प्रभवी आंप्रीं उपक्रं,","पूरे से नियोजीत अन प्रभवी आंप्रीं उपक्रं,","'पूरे से नियोजीत अन प्रभवी आंप्रीं उपक्रं,'",e0a4aae0a582e0a4b0e0a58720e0a4b8e0a58720e0a4a8e0a4bfe0a4afe0a58be0a49ce0a580e0a4a420e0a485e0a4a820e0a4aae0a58de0a4b0e0a4ade0a4b5e0a58020e0a486e0a482e0a4aae0a58de0a4b0e0a580e0a48220e0a489e0a4aae0a495e0a58de0a4b0e0a4822c,e0a4aae0a582e0a4b0e0a58720e0a4b8e0a58720e0a4a8e0a4bfe0a4afe0a58be0a49ce0a580e0a4a420e0a485e0a4a820e0a4aae0a58de0a4b0e0a4ade0a4b5e0a58020e0a486e0a482e0a4aae0a58de0a4b0e0a580e0a48220e0a489e0a4aae0a495e0a58de0a4b0e0a4822c,-0.4581364235535865,0.9789461493492126,"पूरे से नियोजीत अन प्रभवी आंप्रीं उपक्रं,",hi,Fully planned and effective activities.,0.85
264.54,268.54,"अर्तिक सुरक्ष्या सुनिच्छित करना साथी विमा साव्रक्ष्यन,","अर्तिक सुरक्ष्या सुनिच्छित करना साथी विमा साव्रक्ष्यन,","'अर्तिक सुरक्ष्या सुनिच्छित करना साथी विमा साव्रक्ष्यन,'",e0a485e0a4b0e0a58de0a4a4e0a4bfe0a49520e0a4b8e0a581e0a4b0e0a495e0a58de0a4b7e0a58de0a4afe0a4be20e0a4b8e0a581e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a495e0a4b0e0a4a8e0a4be20e0a4b8e0a4bee0a4a5e0a58020e0a4b5e0a4bfe0a4aee0a4be20e0a4b8e0a4bee0a4b5e0a58de0a4b0e0a495e0a58de0a4b7e0a58de0a4afe0a4a82c,e0a485e0a4b0e0a58de0a4a4e0a4bfe0a49520e0a4b8e0a581e0a4b0e0a495e0a58de0a4b7e0a58de0a4afe0a4be20e0a4b8e0a581e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a495e0a4b0e0a4a8e0a4be20e0a4b8e0a4bee0a4a5e0a58020e0a4b5e0a4bfe0a4aee0a4be20e0a4b8e0a4bee0a4b5e0a58de0a4b0e0a495e0a58de0a4b7e0a58de0a4afe0a4a82c,-0.3593457132711539,0.9733603000640869,"अर्तिक सुरक्ष्या सुनिच्छित करना साथी विमा साव्रक्ष्यन,",hi,Ensuring economic security and insurance coverage,0.85
269.54,271.54,"रेकोड �theon, बोख्डन जा वैयक्तिक खर्चा साथी,","रेकोड �theon, बोख्डन जा वैयक्तिक खर्चा साथी,","'रेकोड �theon, बोख्डन जा वैयक्तिक खर्चा साथी,'",e0a4b0e0a587e0a495e0a58be0a4a120efbfbd7468656f6e2c20e0a4ace0a58be0a496e0a58de0a4a1e0a4a820e0a49ce0a4be20e0a4b5e0a588e0a4afe0a495e0a58de0a4a4e0a4bfe0a49520e0a496e0a4b0e0a58de0a49ae0a4be20e0a4b8e0a4bee0a4a5e0a5802c,e0a4b0e0a587e0a495e0a58be0a4a120efbfbd7468656f6e2c20e0a4ace0a58be0a496e0a58de0a4a1e0a4a820e0a49ce0a4be20e0a4b5e0a588e0a4afe0a495e0a58de0a4a4e0a4bfe0a49520e0a496e0a4b0e0a58de0a49ae0a4be20e0a4b8e0a4bee0a4a5e0a5802c,-0.3593457132711539,0.9733603000640869,"रेकोड �theon, बोख्डन जा वैयक्तिक खर्चा साथी,",mr,Record theon and go to Bokhdan with personal expenses.,0.85
272.54,274.54,"अन करावाय चा नइसरिक सेवांची संख्या,","अन करावाय चा नइसरिक सेवांची संख्या,","'अन करावाय चा नइसरिक सेवांची संख्या,'",e0a485e0a4a820e0a495e0a4b0e0a4bee0a4b5e0a4bee0a4af20e0a49ae0a4be20e0a4a8e0a487e0a4b8e0a4b0e0a4bfe0a49520e0a4b8e0a587e0a4b5e0a4bee0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c,e0a485e0a4a820e0a495e0a4b0e0a4bee0a4b5e0a4bee0a4af20e0a49ae0a4be20e0a4a8e0a487e0a4b8e0a4b0e0a4bfe0a49520e0a4b8e0a587e0a4b5e0a4bee0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c,-0.3593457132711539,0.9733603000640869,"अन करावाय चा नइसरिक सेवांची संख्या,",mr,The number of non-official services to be performed,0.85
275.54,277.54,"करडायंची संख्या, अन जन्मतारिक,","करडायंची संख्या, अन जन्मतारिक,","'करडायंची संख्या, अन जन्मतारिक,'",e0a495e0a4b0e0a4a1e0a4bee0a4afe0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c20e0a485e0a4a820e0a49ce0a4a8e0a58de0a4aee0a4a4e0a4bee0a4b0e0a4bfe0a4952c,e0a495e0a4b0e0a4a1e0a4bee0a4afe0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c20e0a485e0a4a820e0a49ce0a4a8e0a58de0a4aee0a4a4e0a4bee0a4b0e0a4bfe0a4952c,-0.3593457132711539,0.9733603000640869,"करडायंची संख्या, अन जन्मतारिक,",mr,Number of males and females born,0.85
278.54,279.54,"अन निच्छित वेलनु सार वजन,","अन निच्छित वेलनु सार वजन,","'अन निच्छित वेलनु सार वजन,'",e0a485e0a4a820e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a4b5e0a587e0a4b2e0a4a8e0a58120e0a4b8e0a4bee0a4b020e0a4b5e0a49ce0a4a82c,e0a485e0a4a820e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a4b5e0a587e0a4b2e0a4a8e0a58120e0a4b8e0a4bee0a4b020e0a4b5e0a49ce0a4a82c,-0.3593457132711539,0.9733603000640869,"अन निच्छित वेलनु सार वजन,",hi,Unscheduled vine essence weight,0.85
280.54,283.54,"रेकोड �theon, बोख्डन चा वैयक्तिक खर्चा साथी,","रेकोड �theon, बोख्डन चा वैयक्तिक खर्चा साथी,","'रेकोड �theon, बोख्डन चा वैयक्तिक खर्चा साथी,'",e0a4b0e0a587e0a495e0a58be0a4a120efbfbd7468656f6e2c20e0a4ace0a58be0a496e0a58de0a4a1e0a4a820e0a49ae0a4be20e0a4b5e0a588e0a4afe0a495e0a58de0a4a4e0a4bfe0a49520e0a496e0a4b0e0a58de0a49ae0a4be20e0a4b8e0a4bee0a4a5e0a5802c,e0a4b0e0a587e0a495e0a58be0a4a120efbfbd7468656f6e2c20e0a4ace0a58be0a496e0a58de0a4a1e0a4a820e0a49ae0a4be20e0a4b5e0a588e0a4afe0a495e0a58de0a4a4e0a4bfe0a49520e0a496e0a4b0e0a58de0a49ae0a4be20e0a4b8e0a4bee0a4a5e0a5802c,-0.18257697534668071,0.9332067966461182,"रेकोड �theon, बोख्डन चा वैयक्तिक खर्चा साथी,",mr,Reckond Theon and Bokhdon's personal expenses,0.85
284.54,285.54,"अन करावाय चा नइसरिक सेवांची संख्या,","अन करावाय चा नइसरिक सेवांची संख्या,","'अन करावाय चा नइसरिक सेवांची संख्या,'",e0a485e0a4a820e0a495e0a4b0e0a4bee0a4b5e0a4bee0a4af20e0a49ae0a4be20e0a4a8e0a487e0a4b8e0a4b0e0a4bfe0a49520e0a4b8e0a587e0a4b5e0a4bee0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c,e0a485e0a4a820e0a495e0a4b0e0a4bee0a4b5e0a4bee0a4af20e0a49ae0a4be20e0a4a8e0a487e0a4b8e0a4b0e0a4bfe0a49520e0a4b8e0a587e0a4b5e0a4bee0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c,-0.18257697534668071,0.9332067966461182,"अन करावाय चा नइसरिक सेवांची संख्या,",mr,The number of non-official services to be performed,0.85
286.54,288.54,"करडायंची संख्या, अन जन्मतारिक,","करडायंची संख्या, अन जन्मतारिक,","'करडायंची संख्या, अन जन्मतारिक,'",e0a495e0a4b0e0a4a1e0a4bee0a4afe0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c20e0a485e0a4a820e0a49ce0a4a8e0a58de0a4aee0a4a4e0a4bee0a4b0e0a4bfe0a4952c,e0a495e0a4b0e0a4a1e0a4bee0a4afe0a482e0a49ae0a58020e0a4b8e0a482e0a496e0a58de0a4afe0a4be2c20e0a485e0a4a820e0a49ce0a4a8e0a58de0a4aee0a4a4e0a4bee0a4b0e0a4bfe0a4952c,-0.18257697534668071,0.9332067966461182,"करडायंची संख्या, अन जन्मतारिक,",mr,Number of males and females born,0.85
289.54,290.54,"अन निच्छित वेलनु सार वजन,","अन निच्छित वेलनु सार वजन,","'अन निच्छित वेलनु सार वजन,'",e0a485e0a4a820e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a4b5e0a587e0a4b2e0a4a8e0a58120e0a4b8e0a4bee0a4b020e0a4b5e0a49ce0a4a82c,e0a485e0a4a820e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a4b5e0a587e0a4b2e0a4a8e0a58120e0a4b8e0a4bee0a4b020e0a4b5e0a49ce0a4a82c,-0.18257697534668071,0.9332067966461182,"अन निच्छित वेलनु सार वजन,",hi,Unscheduled vine essence weight,0.85
290.54,292.54,"अन निच्छित वेलनु सार वजन,","अन निच्छित वेलनु सार वजन,","'अन निच्छित वेलनु सार वजन,'",e0a485e0a4a820e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a4b5e0a587e0a4b2e0a4a8e0a58120e0a4b8e0a4bee0a4b020e0a4b5e0a49ce0a4a82c,e0a485e0a4a820e0a4a8e0a4bfe0a49ae0a58de0a49be0a4bfe0a4a420e0a4b5e0a587e0a4b2e0a4a8e0a58120e0a4b8e0a4bee0a4b020e0a4b5e0a49ce0a4a82c,-0.3549149926467861,0.9717680811882019,"अन निच्छित वेलनु सार वजन,",hi,Unscheduled vine essence weight,0.85
293.54,295.54,"दूदाच अद्पन, वादे चा तप्पे वर पूरग आहारा चकर्च,","दूदाच अद्पन, वादे चा तप्पे वर पूरग आहारा चकर्च,","'दूदाच अद्पन, वादे चा तप्पे वर पूरग आहारा चकर्च,'",e0a4a6e0a582e0a4a6e0a4bee0a49a20e0a485e0a4a6e0a58de0a4aae0a4a82c20e0a4b5e0a4bee0a4a6e0a58720e0a49ae0a4be20e0a4a4e0a4aae0a58de0a4aae0a58720e0a4b5e0a4b020e0a4aae0a582e0a4b0e0a49720e0a486e0a4b9e0a4bee0a4b0e0a4be20e0a49ae0a495e0a4b0e0a58de0a49a2c,e0a4a6e0a582e0a4a6e0a4bee0a49a20e0a485e0a4a6e0a58de0a4aae0a4a82c20e0a4b5e0a4bee0a4a6e0a58720e0a49ae0a4be20e0a4a4e0a4aae0a58de0a4aae0a58720e0a4b5e0a4b020e0a4aae0a582e0a4b0e0a49720e0a486e0a4b9e0a4bee0a4b0e0a4be20e0a49ae0a495e0a4b0e0a58de0a49a2c,-0.3549149926467861,0.9717680811882019,"दूदाच अद्पन, वादे चा तप्पे वर पूरग आहारा चकर्च,",mr,Milk is the gift and the promise is the promise of the flood.,0.85
296.54,297.54,"गर्वबदारना अनिस्ठन पान,","गर्वबदारना अनिस्ठन पान,","'गर्वबदारना अनिस्ठन पान,'",e0a497e0a4b0e0a58de0a4b5e0a4ace0a4a6e0a4bee0a4b0e0a4a8e0a4be20e0a485e0a4a8e0a4bfe0a4b8e0a58de0a4a0e0a4a820e0a4aae0a4bee0a4a82c,e0a497e0a4b0e0a58de0a4b5e0a4ace0a4a6e0a4bee0a4b0e0a4a8e0a4be20e0a485e0a4a8e0a4bfe0a4b8e0a58de0a4a0e0a4a820e0a4aae0a4bee0a4a82c,-0.3549149926467861,0.9717680811882019,"गर्वबदारना अनिस्ठन पान,",en,Proud of the Unorganized Page,0.85
298.54,299.54,"आरोग्या चकर्च,","आरोग्या चकर्च,","'आरोग्या चकर्च,'",e0a486e0a4b0e0a58be0a497e0a58de0a4afe0a4be20e0a49ae0a495e0a4b0e0a58de0a49a2c,e0a486e0a4b0e0a58be0a497e0a58de0a4afe0a4be20e0a49ae0a495e0a4b0e0a58de0a49a2c,-0.3549149926467861,0.9717680811882019,"आरोग्या चकर्च,",hi,Health care,0.85
300.54,301.54,"कालजी,","कालजी,","'कालजी,'",e0a495e0a4bee0a4b2e0a49ce0a5802c,e0a495e0a4bee0a4b2e0a49ce0a5802c,-0.3549149926467861,0.9717680811882019,"कालजी,",hi,Yesterday,0.85
302.54,304.54,"दी, वी, आम उप्चार,","दी, वी, आम उप्चार,","'दी, वी, आम उप्चार,'",e0a4a6e0a5802c20e0a4b5e0a5802c20e0a486e0a4ae20e0a489e0a4aae0a58de0a49ae0a4bee0a4b02c,e0a4a6e0a5802c20e0a4b5e0a5802c20e0a486e0a4ae20e0a489e0a4aae0a58de0a49ae0a4bee0a4b02c,-0.3549149926467861,0.9717680811882019,"दी, वी, आम उप्चार,",hi,The common use,0.85
304.54,306.54,"बचचडन्च अनि भोखडन्च आजर पन आनि मुव्र्थ्व,","बचचडन्च अनि भोखडन्च आजर पन आनि मुव्र्थ्व,","'बचचडन्च अनि भोखडन्च आजर पन आनि मुव्र्थ्व,'",e0a4ace0a49ae0a49ae0a4a1e0a4a8e0a58de0a49a20e0a485e0a4a8e0a4bf20e0a4ade0a58be0a496e0a4a1e0a4a8e0a58de0a49a20e0a486e0a49ce0a4b020e0a4aae0a4a820e0a486e0a4a8e0a4bf20e0a4aee0a581e0a4b5e0a58de0a4b0e0a58de0a4a5e0a58de0a4b52c,e0a4ace0a49ae0a49ae0a4a1e0a4a8e0a58de0a49a20e0a485e0a4a8e0a4bf20e0a4ade0a58be0a496e0a4a1e0a4a8e0a58de0a49a20e0a486e0a49ce0a4b020e0a4aae0a4a820e0a486e0a4a8e0a4bf20e0a4aee0a581e0a4b5e0a58de0a4b0e0a58de0a4a5e0a58de0a4b52c,-0.38501704273737064,0.979977548122406,"बचचडन्च अनि भोखडन्च आजर पन आनि मुव्र्थ्व,",hi,Bachchadanch and Bhokhadanch azar pana and Muarthva.,0.85
307.54,309.54,"आतिरिक्त बोखडन्च विक्रुतुन मिलनारे उद्पन,","आतिरिक्त बोखडन्च विक्रुतुन मिलनारे उद्पन,","'आतिरिक्त बोखडन्च विक्रुतुन मिलनारे उद्पन,'",e0a486e0a4a4e0a4bfe0a4b0e0a4bfe0a495e0a58de0a4a420e0a4ace0a58be0a496e0a4a1e0a4a8e0a58de0a49a20e0a4b5e0a4bfe0a495e0a58de0a4b0e0a581e0a4a4e0a581e0a4a820e0a4aee0a4bfe0a4b2e0a4a8e0a4bee0a4b0e0a58720e0a489e0a4a6e0a58de0a4aae0a4a82c,e0a486e0a4a4e0a4bfe0a4b0e0a4bfe0a495e0a58de0a4a420e0a4ace0a58be0a496e0a4a1e0a4a8e0a58de0a49a20e0a4b5e0a4bfe0a495e0a58de0a4b0e0a581e0a4a4e0a581e0a4a820e0a4aee0a4bfe0a4b2e0a4a8e0a4bee0a4b0e0a58720e0a489e0a4a6e0a58de0a4aae0a4a82c,-0.38501704273737064,0.979977548122406,"आतिरिक्त बोखडन्च विक्रुतुन मिलनारे उद्पन,",hi,"In addition, Bokhadanch is a meeting point from Vikhrut.",0.85
310.54,313.54,"दूद, कध, नविन भोखड कहर दिकरने एत या दि,","दूद, कध, नविन भोखड कहर दिकरने एत या दि,","'दूद, कध, नविन भोखड कहर दिकरने एत या दि,'",e0a4a6e0a582e0a4a62c20e0a495e0a4a72c20e0a4a8e0a4b5e0a4bfe0a4a820e0a4ade0a58be0a496e0a4a120e0a495e0a4b9e0a4b020e0a4a6e0a4bfe0a495e0a4b0e0a4a8e0a58720e0a48fe0a4a420e0a4afe0a4be20e0a4a6e0a4bf2c,e0a4a6e0a582e0a4a62c20e0a495e0a4a72c20e0a4a8e0a4b5e0a4bfe0a4a820e0a4ade0a58be0a496e0a4a120e0a495e0a4b9e0a4b020e0a4a6e0a4bfe0a495e0a4b0e0a4a8e0a58720e0a48fe0a4a420e0a4afe0a4be20e0a4a6e0a4bf2c,-0.38501704273737064,0.979977548122406,"दूद, कध, नविन भोखड कहर दिकरने एत या दि,",hi,The new milk and milk are coming.,0.85
314.54,315.54,"नाविन ने पुरन कलपना,","नाविन ने पुरन कलपना,","'नाविन ने पुरन कलपना,'",e0a4a8e0a4bee0a4b5e0a4bfe0a4a820e0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a495e0a4b2e0a4aae0a4a8e0a4be2c,e0a4a8e0a4bee0a4b5e0a4bfe0a4a820e0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a495e0a4b2e0a4aae0a4a8e0a4be2c,-0.38501704273737064,0.979977548122406,"नाविन ने पुरन कलपना,",hi,Navin has a vision.,0.85
316.54,317.54,"नाविन ने पुरन कर पन एदवारे,","नाविन ने पुरन कर पन एदवारे,","'नाविन ने पुरन कर पन एदवारे,'",e0a4a8e0a4bee0a4b5e0a4bfe0a4a820e0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a495e0a4b020e0a4aae0a4a820e0a48fe0a4a6e0a4b5e0a4bee0a4b0e0a5872c,e0a4a8e0a4bee0a4b5e0a4bfe0a4a820e0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a495e0a4b020e0a4aae0a4a820e0a48fe0a4a6e0a4b5e0a4bee0a4b0e0a5872c,-0.38501704273737064,0.979977548122406,"नाविन ने पुरन कर पन एदवारे,",mr,Navin paid tribute to the,0.85
317.54,319.54,"विन ने पुरन कर पन एदवारे विविद भागदार,","विन ने पुरन कर पन एदवारे विविद भागदार,","'विन ने पुरन कर पन एदवारे विविद भागदार,'",e0a4b5e0a4bfe0a4a820e0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a495e0a4b020e0a4aae0a4a820e0a48fe0a4a6e0a4b5e0a4bee0a4b0e0a58720e0a4b5e0a4bfe0a4b5e0a4bfe0a4a620e0a4ade0a4bee0a497e0a4a6e0a4bee0a4b02c,e0a4b5e0a4bfe0a4a820e0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a495e0a4b020e0a4aae0a4a820e0a48fe0a4a6e0a4b5e0a4bee0a4b0e0a58720e0a4b5e0a4bfe0a4b5e0a4bfe0a4a620e0a4ade0a4bee0a497e0a4a6e0a4bee0a4b02c,-0.34568922001150154,0.9780850410461426,"विन ने पुरन कर पन एदवारे विविद भागदार,",hi,"Win paid full tax, and then the Advances were shared.",0.85
320.54,322.54,"जसे की सदस्यव मड देनारे नेते,","जसे की सदस्यव मड देनारे नेते,","'जसे की सदस्यव मड देनारे नेते,'",e0a49ce0a4b8e0a58720e0a495e0a58020e0a4b8e0a4a6e0a4b8e0a58de0a4afe0a4b520e0a4aee0a4a120e0a4a6e0a587e0a4a8e0a4bee0a4b0e0a58720e0a4a8e0a587e0a4a4e0a5872c,e0a49ce0a4b8e0a58720e0a495e0a58020e0a4b8e0a4a6e0a4b8e0a58de0a4afe0a4b520e0a4aee0a4a120e0a4a6e0a587e0a4a8e0a4bee0a4b0e0a58720e0a4a8e0a587e0a4a4e0a5872c,-0.34568922001150154,0.9780850410461426,"जसे की सदस्यव मड देनारे नेते,",hi,Such as the leaders who have lost their membership.,0.85
323.54,325.54,"वित्य संस्ता, संशोडन संस्ता,","वित्य संस्ता, संशोडन संस्ता,","'वित्य संस्ता, संशोडन संस्ता,'",e0a4b5e0a4bfe0a4a4e0a58de0a4af20e0a4b8e0a482e0a4b8e0a58de0a4a4e0a4be2c20e0a4b8e0a482e0a4b6e0a58be0a4a1e0a4a820e0a4b8e0a482e0a4b8e0a58de0a4a4e0a4be2c,e0a4b5e0a4bfe0a4a4e0a58de0a4af20e0a4b8e0a482e0a4b8e0a58de0a4a4e0a4be2c20e0a4b8e0a482e0a4b6e0a58be0a4a1e0a4a820e0a4b8e0a482e0a4b8e0a58de0a4a4e0a4be2c,-0.34568922001150154,0.9780850410461426,"वित्य संस्ता, संशोडन संस्ता,",hi,The Vedic Society and the Sanskrit Society,0.85
326.54,328.54,"पषि सवर्दन विबाग, किम वा स्तानिक पषिवाइद्धिए,","पषि सवर्दन विबाग, किम वा स्तानिक पषिवाइद्धिए,","'पषि सवर्दन विबाग, किम वा स्तानिक पषिवाइद्धिए,'",e0a4aae0a4b7e0a4bf20e0a4b8e0a4b5e0a4b0e0a58de0a4a6e0a4a820e0a4b5e0a4bfe0a4ace0a4bee0a4972c20e0a495e0a4bfe0a4ae20e0a4b5e0a4be20e0a4b8e0a58de0a4a4e0a4bee0a4a8e0a4bfe0a49520e0a4aae0a4b7e0a4bfe0a4b5e0a4bee0a487e0a4a6e0a58de0a4a7e0a4bfe0a48f2c,e0a4aae0a4b7e0a4bf20e0a4b8e0a4b5e0a4b0e0a58de0a4a6e0a4a820e0a4b5e0a4bfe0a4ace0a4bee0a4972c20e0a495e0a4bfe0a4ae20e0a4b5e0a4be20e0a4b8e0a58de0a4a4e0a4bee0a4a8e0a4bfe0a49520e0a4aae0a4b7e0a4bfe0a4b5e0a4bee0a487e0a4a6e0a58de0a4a7e0a4bfe0a48f2c,-0.34568922001150154,0.9780850410461426,"पषि सवर्दन विबाग, किम वा स्तानिक पषिवाइद्धिए,",hi,Pashu Swardan Vibhag or Staniak Pashu Vaidya.,0.85
329.54,331.54,"फार्मसिस्ट, कसाई, व्यापारी,","फार्मसिस्ट, कसाई, व्यापारी,","'फार्मसिस्ट, कसाई, व्यापारी,'",e0a4abe0a4bee0a4b0e0a58de0a4aee0a4b8e0a4bfe0a4b8e0a58de0a49f2c20e0a495e0a4b8e0a4bee0a4882c20e0a4b5e0a58de0a4afe0a4bee0a4aae0a4bee0a4b0e0a5802c,e0a4abe0a4bee0a4b0e0a58de0a4aee0a4b8e0a4bfe0a4b8e0a58de0a49f2c20e0a495e0a4b8e0a4bee0a4882c20e0a4b5e0a58de0a4afe0a4bee0a4aae0a4bee0a4b0e0a5802c,-0.34568922001150154,0.9780850410461426,"फार्मसिस्ट, कसाई, व्यापारी,",mr,"Pharmacists, butchers, and traders",0.85
331.54,336.54,"वातुगदार यान्चे योगी संगोपन अने सरकारी मदद योजना,","वातुगदार यान्चे योगी संगोपन अने सरकारी मदद योजना,","'वातुगदार यान्चे योगी संगोपन अने सरकारी मदद योजना,'",e0a4b5e0a4bee0a4a4e0a581e0a497e0a4a6e0a4bee0a4b020e0a4afe0a4bee0a4a8e0a58de0a49ae0a58720e0a4afe0a58be0a497e0a58020e0a4b8e0a482e0a497e0a58be0a4aae0a4a820e0a485e0a4a8e0a58720e0a4b8e0a4b0e0a495e0a4bee0a4b0e0a58020e0a4aee0a4a6e0a4a620e0a4afe0a58be0a49ce0a4a8e0a4be2c,e0a4b5e0a4bee0a4a4e0a581e0a497e0a4a6e0a4bee0a4b020e0a4afe0a4bee0a4a8e0a58de0a49ae0a58720e0a4afe0a58be0a497e0a58020e0a4b8e0a482e0a497e0a58be0a4aae0a4a820e0a485e0a4a8e0a58720e0a4b8e0a4b0e0a495e0a4bee0a4b0e0a58020e0a4aee0a4a6e0a4a620e0a4afe0a58be0a49ce0a4a8e0a4be2c,-0.33767256953499536,0.9792599678039551,"वातुगदार यान्चे योगी संगोपन अने सरकारी मदद योजना,",mr,Yogi Udyog Nurturing and Government Assistance Scheme of Vatugadar Yan.,0.85
337.54,341.54,पवत आरोगे सेवा ना विन्यपूरन कलपना इत्यादी.,पवत आरोगे सेवा ना विन्यपूरन कलपना इत्यादी.,'पवत आरोगे सेवा ना विन्यपूरन कलपना इत्यादी.',e0a4aae0a4b5e0a4a420e0a486e0a4b0e0a58be0a497e0a58720e0a4b8e0a587e0a4b5e0a4be20e0a4a8e0a4be20e0a4b5e0a4bfe0a4a8e0a58de0a4afe0a4aae0a582e0a4b0e0a4a820e0a495e0a4b2e0a4aae0a4a8e0a4be20e0a487e0a4a4e0a58de0a4afe0a4bee0a4a6e0a5802e,e0a4aae0a4b5e0a4a420e0a486e0a4b0e0a58be0a497e0a58720e0a4b8e0a587e0a4b5e0a4be20e0a4a8e0a4be20e0a4b5e0a4bfe0a4a8e0a58de0a4afe0a4aae0a582e0a4b0e0a4a820e0a495e0a4b2e0a4aae0a4a8e0a4be20e0a487e0a4a4e0a58de0a4afe0a4bee0a4a6e0a5802e,-0.33767256953499536,0.9792599678039551,पवत आरोगे सेवा ना विन्यपूरन कलपना इत्यादी.,mr,"No medical services, no illusions, etc.",0.85
